"exactround","asset_fund_manager","payoff_human","asset_human","payoff_algo","payoff_stock","algo_random","block","finlit_q1","finlit_q2","finlit_q3","finlit_q4","finlit_q5","finlit_q6","finlit_q7","finlit_q8","time_quiz","numeracy_answer1","numeracy_answer2","numeracy_answer3","numeracy_answer4","numeracy_q1","numeracy_q2","numeracy_q3","numeracy_q4","score","rank","rank_adj","fund_manager","choiceblock","choice_algo_minus2","choice_algo_minus1","choice_equal_fee","choice_algo_plus1","choice_algo_plus2","random_cost_drawn","payment_block_net","paymentblock_gross","costblock","block_drawn_for_payoff","final_payoff","motivation_verbal","feedback_verbal","state","payoff_bond","session","id","Q1_Fund","Q1_Alg","Q1_Random","Q2_Fund","Q2_Alg","Q2_Random","Q3_Fund","Q3_Alg","Q3_Random","Q4_Fund","Q4_Alg","Q4_Random","Q5_Fund","Q5_Alg","Q5_Random","Q6_Fund","Q6_Alg","Q6_Random","Q7_Fund","Q7_Alg","Q7_Random","gender","age","investstocks","risk","trust","econskill","return_beliefs","learning","qualitative_data","data_aggregation","data_weighting","outliers","competition_outgroup","asset_algo","trial"
11,NA,3,0,3,1,0,1,1,1,1,1,1,1,1,1,179,20,20,18,30,0,1,0,1,10,2,2.079523488,0,1,1,1,1,0,0,4,14,16,2,8,26,"Cost for investing in each; When payments were equal it depended on whom I \""trusted\"" more depending on previous outcomes.","",0,3,11,1,3,NA,0,2,NA,0,NA,2,1,NA,4,1,NA,3,1,4,NA,0,2,NA,0,0,20,0,6,0,4,3,2,4,2,3,4,2,0,1
12,NA,3,0,3,5,1,1,1,1,1,1,1,1,1,1,179,20,20,18,30,0,1,0,1,10,2,2.079523488,0,1,1,1,1,0,0,4,14,16,2,8,26,"Cost for investing in each; When payments were equal it depended on whom I \""trusted\"" more depending on previous outcomes.","",0,3,11,1,3,NA,0,2,NA,0,NA,2,1,NA,4,1,NA,3,1,4,NA,0,2,NA,0,0,20,0,6,0,4,3,2,4,2,3,4,2,0,2
13,NA,1,1,1,1,1,1,1,1,1,1,1,1,1,1,179,20,20,18,30,0,1,0,1,10,2,2.079523488,0,1,1,1,1,0,0,4,14,16,2,8,26,"Cost for investing in each; When payments were equal it depended on whom I \""trusted\"" more depending on previous outcomes.","",0,3,11,1,3,NA,0,2,NA,0,NA,2,1,NA,4,1,NA,3,1,4,NA,0,2,NA,0,0,20,0,6,0,4,3,2,4,2,3,4,2,1,3
14,NA,1,1,3,1,1,1,1,1,1,1,1,1,1,1,179,20,20,18,30,0,1,0,1,10,2,2.079523488,0,1,1,1,1,0,0,4,14,16,2,8,26,"Cost for investing in each; When payments were equal it depended on whom I \""trusted\"" more depending on previous outcomes.","",0,3,11,1,3,NA,0,2,NA,0,NA,2,1,NA,4,1,NA,3,1,4,NA,0,2,NA,0,0,20,0,6,0,4,3,2,4,2,3,4,2,0,4
15,NA,3,0,3,1,0,1,1,1,1,1,1,1,1,1,179,20,20,18,30,0,1,0,1,10,2,2.079523488,0,1,1,1,1,0,0,4,14,16,2,8,26,"Cost for investing in each; When payments were equal it depended on whom I \""trusted\"" more depending on previous outcomes.","",0,3,11,1,3,NA,0,2,NA,0,NA,2,1,NA,4,1,NA,3,1,4,NA,0,2,NA,0,0,20,0,6,0,4,3,2,4,2,3,4,2,0,5
16,NA,5,1,3,5,0,1,1,1,1,1,1,1,1,1,179,20,20,18,30,0,1,0,1,10,2,2.079523488,0,1,1,1,1,0,0,4,14,16,2,8,26,"Cost for investing in each; When payments were equal it depended on whom I \""trusted\"" more depending on previous outcomes.","",0,3,11,1,3,NA,0,2,NA,0,NA,2,1,NA,4,1,NA,3,1,4,NA,0,2,NA,0,0,20,0,6,0,4,3,2,4,2,3,4,2,0,6
21,NA,3,0,3,5,0,2,1,1,1,1,1,1,1,1,179,20,20,18,30,0,1,0,1,10,2,2.079523488,0,0,1,1,1,0,0,3,22,24,2,8,26,"Cost for investing in each; When payments were equal it depended on whom I \""trusted\"" more depending on previous outcomes.","",1,3,11,1,3,NA,0,2,NA,0,NA,2,1,NA,4,1,NA,3,1,4,NA,0,2,NA,0,0,20,0,6,0,4,3,2,4,2,3,4,2,0,1
22,NA,3,0,5,5,0,2,1,1,1,1,1,1,1,1,179,20,20,18,30,0,1,0,1,10,2,2.079523488,0,0,1,1,1,0,0,3,22,24,2,8,26,"Cost for investing in each; When payments were equal it depended on whom I \""trusted\"" more depending on previous outcomes.","",1,3,11,1,3,NA,0,2,NA,0,NA,2,1,NA,4,1,NA,3,1,4,NA,0,2,NA,0,0,20,0,6,0,4,3,2,4,2,3,4,2,1,2
23,NA,5,1,5,5,0,2,1,1,1,1,1,1,1,1,179,20,20,18,30,0,1,0,1,10,2,2.079523488,0,0,1,1,1,0,0,3,22,24,2,8,26,"Cost for investing in each; When payments were equal it depended on whom I \""trusted\"" more depending on previous outcomes.","",1,3,11,1,3,NA,0,2,NA,0,NA,2,1,NA,4,1,NA,3,1,4,NA,0,2,NA,0,0,20,0,6,0,4,3,2,4,2,3,4,2,1,3
24,NA,1,1,1,1,0,2,1,1,1,1,1,1,1,1,179,20,20,18,30,0,1,0,1,10,2,2.079523488,0,0,1,1,1,0,0,3,22,24,2,8,26,"Cost for investing in each; When payments were equal it depended on whom I \""trusted\"" more depending on previous outcomes.","",1,3,11,1,3,NA,0,2,NA,0,NA,2,1,NA,4,1,NA,3,1,4,NA,0,2,NA,0,0,20,0,6,0,4,3,2,4,2,3,4,2,1,4
25,NA,5,1,5,5,0,2,1,1,1,1,1,1,1,1,179,20,20,18,30,0,1,0,1,10,2,2.079523488,0,0,1,1,1,0,0,3,22,24,2,8,26,"Cost for investing in each; When payments were equal it depended on whom I \""trusted\"" more depending on previous outcomes.","",1,3,11,1,3,NA,0,2,NA,0,NA,2,1,NA,4,1,NA,3,1,4,NA,0,2,NA,0,0,20,0,6,0,4,3,2,4,2,3,4,2,1,5
26,NA,5,1,5,5,1,2,1,1,1,1,1,1,1,1,179,20,20,18,30,0,1,0,1,10,2,2.079523488,0,0,1,1,1,0,0,3,22,24,2,8,26,"Cost for investing in each; When payments were equal it depended on whom I \""trusted\"" more depending on previous outcomes.","",1,3,11,1,3,NA,0,2,NA,0,NA,2,1,NA,4,1,NA,3,1,4,NA,0,2,NA,0,0,20,0,6,0,4,3,2,4,2,3,4,2,1,6
31,NA,3,0,1,1,1,3,1,1,1,1,1,1,1,1,179,20,20,18,30,0,1,0,1,10,2,2.079523488,0,0,1,1,1,0,0,3,14,16,2,8,26,"Cost for investing in each; When payments were equal it depended on whom I \""trusted\"" more depending on previous outcomes.","",0,3,11,1,3,NA,0,2,NA,0,NA,2,1,NA,4,1,NA,3,1,4,NA,0,2,NA,0,0,20,0,6,0,4,3,2,4,2,3,4,2,1,1
32,NA,3,0,3,1,0,3,1,1,1,1,1,1,1,1,179,20,20,18,30,0,1,0,1,10,2,2.079523488,0,0,1,1,1,0,0,3,14,16,2,8,26,"Cost for investing in each; When payments were equal it depended on whom I \""trusted\"" more depending on previous outcomes.","",0,3,11,1,3,NA,0,2,NA,0,NA,2,1,NA,4,1,NA,3,1,4,NA,0,2,NA,0,0,20,0,6,0,4,3,2,4,2,3,4,2,0,2
33,NA,3,0,3,1,1,3,1,1,1,1,1,1,1,1,179,20,20,18,30,0,1,0,1,10,2,2.079523488,0,0,1,1,1,0,0,3,14,16,2,8,26,"Cost for investing in each; When payments were equal it depended on whom I \""trusted\"" more depending on previous outcomes.","",0,3,11,1,3,NA,0,2,NA,0,NA,2,1,NA,4,1,NA,3,1,4,NA,0,2,NA,0,0,20,0,6,0,4,3,2,4,2,3,4,2,0,3
34,NA,3,0,3,1,1,3,1,1,1,1,1,1,1,1,179,20,20,18,30,0,1,0,1,10,2,2.079523488,0,0,1,1,1,0,0,3,14,16,2,8,26,"Cost for investing in each; When payments were equal it depended on whom I \""trusted\"" more depending on previous outcomes.","",0,3,11,1,3,NA,0,2,NA,0,NA,2,1,NA,4,1,NA,3,1,4,NA,0,2,NA,0,0,20,0,6,0,4,3,2,4,2,3,4,2,0,4
35,NA,5,1,3,5,0,3,1,1,1,1,1,1,1,1,179,20,20,18,30,0,1,0,1,10,2,2.079523488,0,0,1,1,1,0,0,3,14,16,2,8,26,"Cost for investing in each; When payments were equal it depended on whom I \""trusted\"" more depending on previous outcomes.","",0,3,11,1,3,NA,0,2,NA,0,NA,2,1,NA,4,1,NA,3,1,4,NA,0,2,NA,0,0,20,0,6,0,4,3,2,4,2,3,4,2,0,5
36,NA,1,1,3,1,1,3,1,1,1,1,1,1,1,1,179,20,20,18,30,0,1,0,1,10,2,2.079523488,0,0,1,1,1,0,0,3,14,16,2,8,26,"Cost for investing in each; When payments were equal it depended on whom I \""trusted\"" more depending on previous outcomes.","",0,3,11,1,3,NA,0,2,NA,0,NA,2,1,NA,4,1,NA,3,1,4,NA,0,2,NA,0,0,20,0,6,0,4,3,2,4,2,3,4,2,0,6
41,NA,3,0,1,1,1,4,1,1,1,1,1,1,1,1,179,20,20,18,30,0,1,0,1,10,2,2.079523488,0,1,1,1,1,0,0,5,14,16,2,8,26,"Cost for investing in each; When payments were equal it depended on whom I \""trusted\"" more depending on previous outcomes.","",0,3,11,1,3,NA,0,2,NA,0,NA,2,1,NA,4,1,NA,3,1,4,NA,0,2,NA,0,0,20,0,6,0,4,3,2,4,2,3,4,2,1,1
42,NA,3,0,3,1,0,4,1,1,1,1,1,1,1,1,179,20,20,18,30,0,1,0,1,10,2,2.079523488,0,1,1,1,1,0,0,5,14,16,2,8,26,"Cost for investing in each; When payments were equal it depended on whom I \""trusted\"" more depending on previous outcomes.","",0,3,11,1,3,NA,0,2,NA,0,NA,2,1,NA,4,1,NA,3,1,4,NA,0,2,NA,0,0,20,0,6,0,4,3,2,4,2,3,4,2,0,2
43,NA,3,0,3,5,0,4,1,1,1,1,1,1,1,1,179,20,20,18,30,0,1,0,1,10,2,2.079523488,0,1,1,1,1,0,0,5,14,16,2,8,26,"Cost for investing in each; When payments were equal it depended on whom I \""trusted\"" more depending on previous outcomes.","",0,3,11,1,3,NA,0,2,NA,0,NA,2,1,NA,4,1,NA,3,1,4,NA,0,2,NA,0,0,20,0,6,0,4,3,2,4,2,3,4,2,0,3
44,NA,3,0,3,1,1,4,1,1,1,1,1,1,1,1,179,20,20,18,30,0,1,0,1,10,2,2.079523488,0,1,1,1,1,0,0,5,14,16,2,8,26,"Cost for investing in each; When payments were equal it depended on whom I \""trusted\"" more depending on previous outcomes.","",0,3,11,1,3,NA,0,2,NA,0,NA,2,1,NA,4,1,NA,3,1,4,NA,0,2,NA,0,0,20,0,6,0,4,3,2,4,2,3,4,2,0,4
45,NA,3,0,3,1,0,4,1,1,1,1,1,1,1,1,179,20,20,18,30,0,1,0,1,10,2,2.079523488,0,1,1,1,1,0,0,5,14,16,2,8,26,"Cost for investing in each; When payments were equal it depended on whom I \""trusted\"" more depending on previous outcomes.","",0,3,11,1,3,NA,0,2,NA,0,NA,2,1,NA,4,1,NA,3,1,4,NA,0,2,NA,0,0,20,0,6,0,4,3,2,4,2,3,4,2,0,5
46,NA,1,1,3,1,1,4,1,1,1,1,1,1,1,1,179,20,20,18,30,0,1,0,1,10,2,2.079523488,0,1,1,1,1,0,0,5,14,16,2,8,26,"Cost for investing in each; When payments were equal it depended on whom I \""trusted\"" more depending on previous outcomes.","",0,3,11,1,3,NA,0,2,NA,0,NA,2,1,NA,4,1,NA,3,1,4,NA,0,2,NA,0,0,20,0,6,0,4,3,2,4,2,3,4,2,0,6
51,NA,3,0,5,5,1,5,1,1,1,1,1,1,1,1,179,20,20,18,30,0,1,0,1,10,2,2.079523488,0,1,1,1,1,0,0,4,6,8,2,8,26,"Cost for investing in each; When payments were equal it depended on whom I \""trusted\"" more depending on previous outcomes.","",0,3,11,1,3,NA,0,2,NA,0,NA,2,1,NA,4,1,NA,3,1,4,NA,0,2,NA,0,0,20,0,6,0,4,3,2,4,2,3,4,2,1,1
52,NA,1,1,1,1,0,5,1,1,1,1,1,1,1,1,179,20,20,18,30,0,1,0,1,10,2,2.079523488,0,1,1,1,1,0,0,4,6,8,2,8,26,"Cost for investing in each; When payments were equal it depended on whom I \""trusted\"" more depending on previous outcomes.","",0,3,11,1,3,NA,0,2,NA,0,NA,2,1,NA,4,1,NA,3,1,4,NA,0,2,NA,0,0,20,0,6,0,4,3,2,4,2,3,4,2,1,2
53,NA,1,1,1,1,1,5,1,1,1,1,1,1,1,1,179,20,20,18,30,0,1,0,1,10,2,2.079523488,0,1,1,1,1,0,0,4,6,8,2,8,26,"Cost for investing in each; When payments were equal it depended on whom I \""trusted\"" more depending on previous outcomes.","",0,3,11,1,3,NA,0,2,NA,0,NA,2,1,NA,4,1,NA,3,1,4,NA,0,2,NA,0,0,20,0,6,0,4,3,2,4,2,3,4,2,1,3
54,NA,1,1,3,1,1,5,1,1,1,1,1,1,1,1,179,20,20,18,30,0,1,0,1,10,2,2.079523488,0,1,1,1,1,0,0,4,6,8,2,8,26,"Cost for investing in each; When payments were equal it depended on whom I \""trusted\"" more depending on previous outcomes.","",0,3,11,1,3,NA,0,2,NA,0,NA,2,1,NA,4,1,NA,3,1,4,NA,0,2,NA,0,0,20,0,6,0,4,3,2,4,2,3,4,2,0,4
55,NA,1,1,3,1,0,5,1,1,1,1,1,1,1,1,179,20,20,18,30,0,1,0,1,10,2,2.079523488,0,1,1,1,1,0,0,4,6,8,2,8,26,"Cost for investing in each; When payments were equal it depended on whom I \""trusted\"" more depending on previous outcomes.","",0,3,11,1,3,NA,0,2,NA,0,NA,2,1,NA,4,1,NA,3,1,4,NA,0,2,NA,0,0,20,0,6,0,4,3,2,4,2,3,4,2,0,5
56,NA,1,1,3,1,1,5,1,1,1,1,1,1,1,1,179,20,20,18,30,0,1,0,1,10,2,2.079523488,0,1,1,1,1,0,0,4,6,8,2,8,26,"Cost for investing in each; When payments were equal it depended on whom I \""trusted\"" more depending on previous outcomes.","",0,3,11,1,3,NA,0,2,NA,0,NA,2,1,NA,4,1,NA,3,1,4,NA,0,2,NA,0,0,20,0,6,0,4,3,2,4,2,3,4,2,0,6
61,NA,3,0,5,5,1,6,1,1,1,1,1,1,1,1,179,20,20,18,30,0,1,0,1,10,2,2.079523488,0,0,1,1,1,0,0,1,22,22,0,8,26,"Cost for investing in each; When payments were equal it depended on whom I \""trusted\"" more depending on previous outcomes.","",1,3,11,1,3,NA,0,2,NA,0,NA,2,1,NA,4,1,NA,3,1,4,NA,0,2,NA,0,0,20,0,6,0,4,3,2,4,2,3,4,2,1,1
62,NA,5,1,5,5,0,6,1,1,1,1,1,1,1,1,179,20,20,18,30,0,1,0,1,10,2,2.079523488,0,0,1,1,1,0,0,1,22,22,0,8,26,"Cost for investing in each; When payments were equal it depended on whom I \""trusted\"" more depending on previous outcomes.","",1,3,11,1,3,NA,0,2,NA,0,NA,2,1,NA,4,1,NA,3,1,4,NA,0,2,NA,0,0,20,0,6,0,4,3,2,4,2,3,4,2,1,2
63,NA,1,1,1,1,1,6,1,1,1,1,1,1,1,1,179,20,20,18,30,0,1,0,1,10,2,2.079523488,0,0,1,1,1,0,0,1,22,22,0,8,26,"Cost for investing in each; When payments were equal it depended on whom I \""trusted\"" more depending on previous outcomes.","",1,3,11,1,3,NA,0,2,NA,0,NA,2,1,NA,4,1,NA,3,1,4,NA,0,2,NA,0,0,20,0,6,0,4,3,2,4,2,3,4,2,1,3
64,NA,1,1,1,1,0,6,1,1,1,1,1,1,1,1,179,20,20,18,30,0,1,0,1,10,2,2.079523488,0,0,1,1,1,0,0,1,22,22,0,8,26,"Cost for investing in each; When payments were equal it depended on whom I \""trusted\"" more depending on previous outcomes.","",1,3,11,1,3,NA,0,2,NA,0,NA,2,1,NA,4,1,NA,3,1,4,NA,0,2,NA,0,0,20,0,6,0,4,3,2,4,2,3,4,2,1,4
65,NA,5,1,5,5,1,6,1,1,1,1,1,1,1,1,179,20,20,18,30,0,1,0,1,10,2,2.079523488,0,0,1,1,1,0,0,1,22,22,0,8,26,"Cost for investing in each; When payments were equal it depended on whom I \""trusted\"" more depending on previous outcomes.","",1,3,11,1,3,NA,0,2,NA,0,NA,2,1,NA,4,1,NA,3,1,4,NA,0,2,NA,0,0,20,0,6,0,4,3,2,4,2,3,4,2,1,5
66,NA,5,1,5,5,0,6,1,1,1,1,1,1,1,1,179,20,20,18,30,0,1,0,1,10,2,2.079523488,0,0,1,1,1,0,0,1,22,22,0,8,26,"Cost for investing in each; When payments were equal it depended on whom I \""trusted\"" more depending on previous outcomes.","",1,3,11,1,3,NA,0,2,NA,0,NA,2,1,NA,4,1,NA,3,1,4,NA,0,2,NA,0,0,20,0,6,0,4,3,2,4,2,3,4,2,1,6
71,NA,3,0,5,5,1,7,1,1,1,1,1,1,1,1,179,20,20,18,30,0,1,0,1,10,2,2.079523488,0,1,1,1,1,0,0,5,26,28,2,8,26,"Cost for investing in each; When payments were equal it depended on whom I \""trusted\"" more depending on previous outcomes.","",1,3,11,1,3,NA,0,2,NA,0,NA,2,1,NA,4,1,NA,3,1,4,NA,0,2,NA,0,0,20,0,6,0,4,3,2,4,2,3,4,2,1,1
72,NA,5,1,5,5,0,7,1,1,1,1,1,1,1,1,179,20,20,18,30,0,1,0,1,10,2,2.079523488,0,1,1,1,1,0,0,5,26,28,2,8,26,"Cost for investing in each; When payments were equal it depended on whom I \""trusted\"" more depending on previous outcomes.","",1,3,11,1,3,NA,0,2,NA,0,NA,2,1,NA,4,1,NA,3,1,4,NA,0,2,NA,0,0,20,0,6,0,4,3,2,4,2,3,4,2,1,2
73,NA,5,1,5,5,1,7,1,1,1,1,1,1,1,1,179,20,20,18,30,0,1,0,1,10,2,2.079523488,0,1,1,1,1,0,0,5,26,28,2,8,26,"Cost for investing in each; When payments were equal it depended on whom I \""trusted\"" more depending on previous outcomes.","",1,3,11,1,3,NA,0,2,NA,0,NA,2,1,NA,4,1,NA,3,1,4,NA,0,2,NA,0,0,20,0,6,0,4,3,2,4,2,3,4,2,1,3
74,NA,5,1,5,5,1,7,1,1,1,1,1,1,1,1,179,20,20,18,30,0,1,0,1,10,2,2.079523488,0,1,1,1,1,0,0,5,26,28,2,8,26,"Cost for investing in each; When payments were equal it depended on whom I \""trusted\"" more depending on previous outcomes.","",1,3,11,1,3,NA,0,2,NA,0,NA,2,1,NA,4,1,NA,3,1,4,NA,0,2,NA,0,0,20,0,6,0,4,3,2,4,2,3,4,2,1,4
75,NA,5,1,5,5,1,7,1,1,1,1,1,1,1,1,179,20,20,18,30,0,1,0,1,10,2,2.079523488,0,1,1,1,1,0,0,5,26,28,2,8,26,"Cost for investing in each; When payments were equal it depended on whom I \""trusted\"" more depending on previous outcomes.","",1,3,11,1,3,NA,0,2,NA,0,NA,2,1,NA,4,1,NA,3,1,4,NA,0,2,NA,0,0,20,0,6,0,4,3,2,4,2,3,4,2,1,5
76,NA,5,1,5,5,0,7,1,1,1,1,1,1,1,1,179,20,20,18,30,0,1,0,1,10,2,2.079523488,0,1,1,1,1,0,0,5,26,28,2,8,26,"Cost for investing in each; When payments were equal it depended on whom I \""trusted\"" more depending on previous outcomes.","",1,3,11,1,3,NA,0,2,NA,0,NA,2,1,NA,4,1,NA,3,1,4,NA,0,2,NA,0,0,20,0,6,0,4,3,2,4,2,3,4,2,1,6
81,NA,3,0,5,5,1,8,1,1,1,1,1,1,1,1,179,20,20,18,30,0,1,0,1,10,2,2.079523488,0,0,1,1,1,0,0,1,26,26,0,8,26,"Cost for investing in each; When payments were equal it depended on whom I \""trusted\"" more depending on previous outcomes.","",1,3,11,1,3,NA,0,2,NA,0,NA,2,1,NA,4,1,NA,3,1,4,NA,0,2,NA,0,0,20,0,6,0,4,3,2,4,2,3,4,2,1,1
82,NA,5,1,5,5,0,8,1,1,1,1,1,1,1,1,179,20,20,18,30,0,1,0,1,10,2,2.079523488,0,0,1,1,1,0,0,1,26,26,0,8,26,"Cost for investing in each; When payments were equal it depended on whom I \""trusted\"" more depending on previous outcomes.","",1,3,11,1,3,NA,0,2,NA,0,NA,2,1,NA,4,1,NA,3,1,4,NA,0,2,NA,0,0,20,0,6,0,4,3,2,4,2,3,4,2,1,2
